danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,retro
0.893,0.745,11,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,4,False
0.745,0.593,8,-6.35,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,3,False
0.556,0.538,8,-5.408,0.0382,0.0689,0,0.196,0.291,143.95,4,False
0.401,0.872,1,-3.641,0.314,0.167,0,0.362,0.472,104.592,4,False
0.624,0.876,9,-3.374,0.1,0.0735,0,0.327,0.781,99.943,4,False
0.804,0.886,1,-2.512,0.04,0.0837,0,0.266,0.789,144.946,4,False
0.855,0.624,1,-4.093,0.0488,0.158,0,0.0513,0.962,117.959,4,False
0.807,0.887,1,-3.892,0.275,0.00381,0,0.391,0.78,160.517,4,False
0.732,0.75,11,-6.366,0.231,0.00264,0,0.109,0.401,155.096,4,False
0.853,0.56,1,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,4,False
0.781,0.548,0,-4.997,0.0764,0.229,0,0.127,0.175,106.996,4,False
0.67,0.585,6,-4.861,0.0354,0.107,1.11e-06,0.131,0.447,110.03,4,False
0.704,0.633,11,-6.923,0.241,0.0214,0,0.29,0.863,144.021,4,False
0.708,0.618,2,-4.424,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,4,False
0.876,0.669,11,-6.054,0.138,0.163,0,0.185,0.682,124.007,4,False
0.795,0.594,0,-6.2,0.0748,0.112,0,0.162,0.409,135.002,4,False
0.258,0.437,11,-6.593,0.039,0.101,1.27e-06,0.106,0.0967,180.043,4,False
0.678,0.696,2,-4.79,0.133,0.206,0,0.164,0.254,137.822,4,False
0.653,0.658,2,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4,False
0.69,0.622,5,-5.025,0.0622,0.253,0,0.116,0.544,102.04,4,False
0.614,0.615,0,-6.7,0.0444,0.054,0,0.0921,0.374,95.941,4,False
0.773,0.819,0,-5.946,0.118,0.428,0,0.0679,0.585,92.987,4,False
0.666,0.728,7,-5.808,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,4,False
0.927,0.665,11,-5.313,0.244,0.061,0,0.123,0.175,127.076,4,False
0.936,0.523,5,-6.71,0.0597,0.239,0,0.117,0.699,119.889,4,False
0.461,0.834,2,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4,False
0.841,0.728,7,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,4,False
0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,4,False
0.587,0.229,10,-11.254,0.128,0.92,0,0.1,0.379,75.67,4,False
0.741,0.667,10,-5.445,0.134,0.0575,0,0.106,0.595,112.956,4,False
0.886,0.525,8,-7.39,0.131,0.236,0,0.057,0.708,145.99,4,False
0.627,0.572,5,-7.738,0.0373,0.568,1.52e-06,0.198,0.361,100.041,4,False
0.928,0.481,9,-9.35,0.287,0.105,0,0.176,0.613,134.007,4,False
0.673,0.637,5,-4.518,0.0429,0.137,0,0.184,0.678,123.98,4,False
0.759,0.245,6,-6.545,0.138,0.515,0.000154,0.102,0.209,96.992,4,False
0.314,0.555,9,-9.601,0.37,0.157,0.000108,0.067,0.159,179.666,4,False
0.516,0.595,5,-4.63,0.0313,0.0275,0,0.109,0.222,119.972,4,False
0.703,0.868,7,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,4,False
0.662,0.858,2,-4.844,0.0428,0.00163,0,0.0456,0.295,133.993,4,False
0.649,0.798,2,-4.346,0.178,0.226,0,0.0711,0.857,177.899,4,False
0.8,0.585,10,-7.343,0.0924,0.264,0,0.153,0.779,126.058,4,False
0.617,0.558,10,-7.046,0.0431,0.184,1.03e-06,0.0911,0.4,147.932,4,False
0.565,0.381,10,-7.204,0.0302,0.48,0,0.109,0.325,73.483,4,False
0.491,0.588,1,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,4,False
0.739,0.792,11,-4.256,0.0418,0.091,0,0.0516,0.547,104.016,4,False
0.746,0.653,7,-6.745,0.289,0.378,0,0.229,0.672,75.016,4,False
0.671,0.672,0,-3.094,0.0688,0.0329,0,0.118,0.632,97.979,4,False
0.677,0.497,5,-5.763,0.0809,0.152,0,0.0911,0.419,99.137,4,False
0.736,0.795,1,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4,False
0.794,0.632,0,-6.163,0.0649,0.142,0,0.128,0.355,145.926,4,False
0.674,0.506,6,-10.532,0.0434,0.173,0,0.0866,0.183,145.965,4,False
0.509,0.637,4,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3,False
0.567,0.267,4,-6.502,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4,False
0.63,0.53,0,-7.259,0.0434,0.4,0,0.177,0.417,108.038,3,False
0.752,0.505,9,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,False
0.677,0.401,9,-8.467,0.0308,0.712,0,0.116,0.195,111.825,4,False
0.59,0.269,4,-6.341,0.0284,0.889,0,0.111,0.357,141.924,4,False
0.596,0.552,0,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,4,False
0.556,0.589,0,-6.209,0.0431,0.306,0,0.147,0.264,180.942,3,False
0.581,0.717,4,-4.433,0.0318,0.0298,0.000186,0.243,0.316,107.884,4,False
0.427,0.262,7,-8.541,0.0276,0.746,0,0.068,0.228,104.085,4,False
0.558,0.451,9,-6.163,0.0388,0.292,0,0.101,0.238,150.008,4,False
0.402,0.151,4,-14.227,0.0395,0.907,0,0.0941,0.483,144.293,4,False
0.718,0.166,6,-15.82,0.0344,0.887,0.0216,0.131,0.237,97.947,4,False
0.477,0.128,2,-14.567,0.0707,0.928,0,0.0875,0.38,88.917,4,False
0.728,0.616,4,-4.238,0.0645,0.378,0,0.105,0.508,99.962,4,False
0.704,0.225,6,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,4,False
0.643,0.783,10,-6.458,0.0856,0.047,0,0.083,0.579,154.084,4,False
0.731,0.445,0,-8.418,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4,False
0.606,0.24,3,-7.102,0.0369,0.772,0,0.0819,0.526,96.792,4,False
0.457,0.823,9,-4.76,0.311,0.00144,0,0.108,0.578,192.205,4,False
0.481,0.435,4,-8.795,0.0321,0.678,0,0.0928,0.107,143.95,4,False
0.728,0.563,1,-8.053,0.134,0.621,0,0.179,0.352,100.017,4,False
0.67,0.415,8,-6.855,0.0786,0.39,0,0.0617,0.445,114.212,4,False
0.479,0.545,7,-7.346,0.0688,0.365,0,0.0963,0.243,74.897,4,False
0.624,0.458,6,-6.755,0.0287,0.36,3.89e-06,0.311,0.436,80.016,4,False
0.537,0.286,1,-8.007,0.0324,0.862,0,0.103,0.423,72.933,4,False
0.461,0.593,1,-4.954,0.0356,0.17,0,0.307,0.175,134.17,3,False
0.522,0.765,0,-5.395,0.193,0.146,0,0.0866,0.455,180.065,4,False
0.746,0.486,10,-7.004,0.0344,0.222,1.41e-06,0.123,0.417,92.057,4,False
0.764,0.32,11,-7.209,0.0546,0.837,0,0.0822,0.575,91.019,4,False
0.588,0.471,0,-7.287,0.0577,0.592,0.00146,0.0733,0.209,152.881,4,False
0.531,0.854,10,-3.149,0.198,0.288,0,0.0773,0.456,94.419,4,False
0.676,0.771,8,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,4,False
0.562,0.689,2,-6.745,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,4,False
0.578,0.574,2,-6.209,0.0454,0.196,0,0.083,0.301,174.152,4,False
0.34,0.288,4,-7.937,0.0321,0.531,0,0.134,0.322,89.033,4,False
0.552,0.58,4,-8.062,0.0466,0.192,0,0.113,0.29,79.895,4,False
0.439,0.489,8,-6.286,0.0368,0.132,0.000643,0.114,0.253,143.808,4,False
0.657,0.396,7,-9.255,0.0293,0.805,1.58e-06,0.103,0.115,110.003,3,False
0.815,0.377,4,-7.754,0.0346,0.232,0,0.1,0.211,103.97,4,False
0.524,0.364,7,-10.209,0.0367,0.808,0,0.1,0.436,75.24,4,False
0.599,0.624,8,-3.631,0.0343,0.385,0,0.125,0.539,90.034,4,False
0.497,0.529,11,-5.293,0.0306,0.556,0,0.234,0.441,169.904,3,False
0.388,0.633,9,-4.769,0.0275,0.0339,0,0.104,0.381,173.947,4,False
0.618,0.793,0,-5.711,0.0601,0.204,0.0154,0.126,0.459,101.015,4,False
0.356,0.388,9,-8.532,0.0652,0.782,0,0.109,0.573,175.123,4,False
0.595,0.608,5,-5.303,0.0373,0.358,0,0.0843,0.452,60.878,4,False
0.423,0.407,10,-7.45,0.0267,0.312,0.000961,0.11,0.161,139.048,3,False
0.294,0.506,5,-7.083,0.113,0.42,0,0.289,0.22,152.104,4,False
0.729,0.546,7,-9.305,0.0285,0.547,0.00287,0.0651,0.406,119.941,4,False
0.536,0.311,1,-10.396,0.0288,0.82,1.65e-05,0.107,0.246,147.486,4,False
0.385,0.435,0,-7.266,0.0347,0.371,0,0.106,0.481,160.0,3,False
0.59,0.833,5,-6.503,0.0615,0.0142,5.35e-06,0.105,0.537,94.963,4,False
0.636,0.831,5,-3.945,0.182,0.0294,3.85e-06,0.272,0.668,175.015,4,False
0.574,0.329,1,-6.829,0.0274,0.22,0,0.0986,0.356,130.993,4,False
0.512,0.304,0,-9.19,0.0318,0.295,0.000622,0.118,0.172,126.078,5,False
0.632,0.647,8,-8.587,0.0294,0.141,0.104,0.0908,0.221,105.945,4,False
0.379,0.29,4,-8.485,0.051,0.952,0.00106,0.118,0.169,166.467,4,False
0.608,0.474,5,-6.591,0.0272,0.0234,0,0.143,0.243,86.06,4,False
0.385,0.167,2,-12.765,0.0305,0.906,0.00158,0.114,0.138,85.995,4,False
0.694,0.351,9,-10.92,0.0382,0.813,0.00165,0.097,0.691,145.907,4,False
0.648,0.727,0,-3.791,0.142,0.229,0,0.17,0.689,160.024,4,False
0.821,0.448,9,-4.33,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,4,False
0.433,0.478,2,-6.641,0.0725,0.191,0,0.32,0.173,179.98,4,False
0.372,0.566,3,-6.779,0.0519,0.322,0,0.0953,0.28,146.399,4,False
0.789,0.49,2,-6.588,0.0392,0.784,0.000598,0.112,0.869,140.034,4,False
0.456,0.379,1,-8.573,0.0685,0.63,3.1e-06,0.0983,0.225,149.967,4,False
0.636,0.676,2,-3.442,0.0263,0.0807,0,0.0831,0.273,113.98,4,False
0.611,0.797,6,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,False
0.735,0.686,4,-7.562,0.0366,0.00108,0.874,0.0933,0.0656,121.011,4,False
0.577,0.523,0,-5.538,0.0429,0.491,0,0.147,0.29,134.93,4,False
0.671,0.726,7,-8.689,0.0272,0.389,0.882,0.14,0.581,102.002,4,False
0.515,0.479,3,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,4,False
0.763,0.803,1,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,3,False
0.574,0.664,11,-6.068,0.0409,0.0448,0.0553,0.146,0.226,144.654,4,False
0.571,0.651,5,-6.26,0.0349,0.242,0,0.0938,0.374,121.202,4,False
0.731,0.515,0,-7.584,0.122,0.385,0.00216,0.236,0.448,116.798,4,False
0.681,0.521,0,-5.849,0.141,0.12,8.41e-05,0.108,0.181,94.997,4,False
0.647,0.567,10,-5.777,0.0374,0.133,9.36e-06,0.0638,0.659,131.933,4,False
0.883,0.415,6,-8.571,0.174,0.35,0,0.063,0.318,76.986,4,False
0.526,0.712,11,-6.525,0.0356,0.0161,0,0.179,0.32,105.009,4,False
0.524,0.674,1,-7.038,0.0895,0.00654,9.3e-05,0.221,0.128,102.901,4,False
0.797,0.44,5,-6.587,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,4,False
0.472,0.844,10,-6.578,0.054,0.00173,0,0.24,0.34,140.034,4,False
0.645,0.938,11,-4.557,0.0391,0.0946,0.0226,0.159,0.495,140.886,4,False
0.654,0.81,4,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,4,False
0.913,0.603,8,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,4,False
0.692,0.717,0,-4.226,0.0498,0.111,0.00123,0.044,0.973,119.902,4,False
0.18,0.636,4,-6.591,0.0438,0.209,0.000133,0.217,0.39,75.632,3,False
0.492,0.81,7,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,4,False
0.303,0.9,2,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,4,False
0.559,0.67,7,-4.985,0.0474,0.592,0.000184,0.171,0.438,78.957,4,False
0.715,0.688,6,-8.121,0.0559,0.00521,0.00332,0.0636,0.692,114.038,4,False
0.889,0.687,11,-4.977,0.0572,0.125,0.0497,0.14,0.666,109.991,4,False
0.606,0.62,0,-5.005,0.0298,0.0301,0.0916,0.167,0.543,88.984,4,False
0.236,0.249,6,-9.595,0.0348,0.811,1e-06,0.087,0.181,72.847,5,False
0.542,0.589,2,-6.623,0.0318,0.292,0.000522,0.177,0.137,111.665,4,False
0.334,0.397,5,-10.313,0.0328,0.658,0.00014,0.136,0.225,129.127,4,False
0.684,0.914,11,-3.596,0.0333,0.00229,0.288,0.299,0.181,108.984,4,False
0.65,0.833,0,-5.079,0.0355,0.00559,0.000727,0.186,0.68,119.939,4,False
0.695,0.54,4,-5.692,0.0493,0.299,0,0.367,0.415,121.932,4,False
0.725,0.708,5,-5.331,0.0756,0.22,0,0.777,0.555,130.029,4,False
0.621,0.692,4,-6.858,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,4,False
0.673,0.892,10,-7.175,0.244,0.19,0,0.228,0.293,87.497,4,False
0.652,0.549,6,-7.555,0.039,0.317,0,0.104,0.186,120.073,4,False
0.452,0.563,4,-6.607,0.0272,0.144,0,0.143,0.209,137.715,3,False
0.581,0.725,0,-5.349,0.0592,0.0235,0,0.304,0.394,89.989,4,False
0.604,0.825,0,-5.373,0.0429,0.0564,5.8e-05,0.192,0.707,144.085,4,False
0.57,0.798,9,-4.92,0.0323,0.102,0.000128,0.178,0.671,103.303,4,False
0.526,0.866,0,-5.822,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,False
0.689,0.338,11,-7.634,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,4,False
0.54,0.381,7,-14.323,0.0347,0.0217,0.000687,0.305,0.343,155.882,4,False
0.611,0.701,6,-5.235,0.0248,0.0109,9.83e-06,0.0994,0.604,142.027,4,False
0.733,0.62,1,-10.525,0.075,0.606,0.305,0.117,0.247,111.039,4,False
0.451,0.931,9,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,4,False
0.353,0.686,7,-5.704,0.0534,0.00216,0,0.123,0.177,94.47,4,False
0.595,0.896,10,-2.951,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,4,False
0.606,0.924,11,-4.531,0.0349,0.00216,3.3e-06,0.24,0.965,144.998,4,False
0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,False
0.505,0.698,0,-5.563,0.0297,0.33,0.0887,0.0966,0.599,115.013,4,False
0.486,0.784,0,-6.68,0.0852,0.0339,0.00452,0.53,0.315,195.154,4,False
0.465,0.446,10,-8.336,0.0433,0.102,0,0.321,0.131,121.801,4,False
0.827,0.66,6,-9.669,0.0337,0.508,0.403,0.0756,0.904,113.449,4,False
0.697,0.877,3,-4.465,0.0462,0.462,0.00943,0.083,0.802,101.99,4,False
0.899,0.557,7,-7.966,0.245,0.0786,0,0.0777,0.464,99.975,4,False
0.339,0.707,0,-5.121,0.0428,0.0113,0,0.337,0.359,173.993,4,False
0.705,0.806,9,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4,False
0.579,0.865,6,-4.692,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,4,False
0.509,0.331,4,-14.083,0.0267,0.272,0.136,0.114,0.0957,96.848,4,False
0.666,0.786,0,-5.715,0.0394,0.0532,0,0.0476,0.6,117.126,4,False
0.669,0.419,1,-6.724,0.522,0.376,0,0.187,0.0397,109.813,4,False
0.764,0.567,0,-8.585,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,4,False
0.834,0.663,8,-6.143,0.133,0.235,0,0.372,0.774,121.876,4,False
0.567,0.593,4,-7.127,0.0375,0.000848,2.09e-06,0.114,0.0398,91.703,4,False
0.495,0.905,8,-3.768,0.0653,0.00227,3.29e-06,0.142,0.215,97.106,4,False
0.62,0.193,0,-13.404,0.0439,0.638,0.0136,0.107,0.155,129.979,4,False
0.359,0.649,3,-7.06,0.0349,0.107,0.0124,0.0555,0.133,111.709,4,False
0.552,0.988,1,-2.555,0.0787,0.000108,0.309,0.846,0.619,139.941,4,False
0.456,0.668,6,-5.792,0.0288,0.0291,0,0.142,0.312,93.994,4,False
0.514,0.866,0,-3.657,0.0449,0.0524,0,0.17,0.45,159.973,4,False
0.503,0.921,8,-5.907,0.106,0.00093,2.75e-06,0.26,0.359,121.983,4,False
0.663,0.777,5,-5.496,0.0375,0.0157,0.00829,0.0755,0.94,143.003,4,False
0.531,0.887,5,-4.417,0.0323,0.00264,0.000502,0.0657,0.621,104.025,4,False
0.563,0.946,9,-5.72,0.0548,0.000108,0.00512,0.118,0.652,149.966,4,False
0.615,0.911,1,-3.584,0.0278,0.0686,0.00188,0.0908,0.685,108.0,4,False
0.427,0.773,8,-4.222,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,4,False
0.661,0.801,1,-4.998,0.0246,0.0104,1.77e-05,0.0738,0.517,105.994,4,False
0.635,0.926,0,-5.589,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,4,False
0.52,0.655,3,-6.519,0.0394,0.105,0.00384,0.124,0.29,126.593,4,False
0.442,0.939,8,-4.18,0.0941,0.000183,0.00589,0.0857,0.27,140.021,4,False
0.57,0.657,8,-6.987,0.0356,0.405,1.86e-06,0.0723,0.41,144.247,4,False
0.409,0.979,5,-2.107,0.134,0.00146,2.68e-06,0.139,0.201,173.982,4,False
0.516,0.768,9,-4.964,0.0362,0.00852,8.49e-06,0.136,0.204,115.005,4,False
0.56,0.734,10,-7.094,0.0317,0.0273,2.12e-05,0.253,0.332,132.953,4,False
0.442,0.88,1,-4.187,0.0761,0.0424,0,0.153,0.4,142.733,4,False
0.535,0.725,8,-5.861,0.0302,0.013,0,0.156,0.509,122.84,1,False
0.449,0.936,1,-5.447,0.0445,0.000595,0.00213,0.118,0.437,100.487,4,False
0.379,0.878,1,-4.338,0.0359,0.042,0.00431,0.146,0.381,102.023,4,False
0.613,0.833,4,-4.694,0.0365,0.000328,0.00069,0.0644,0.537,125.025,4,False
0.665,0.908,0,-4.562,0.127,0.0901,0,0.917,0.653,96.039,4,False
0.3,0.694,2,-6.651,0.0483,0.00769,0.000615,0.299,0.359,106.246,4,False
0.558,0.929,2,-3.618,0.0638,0.00094,0.000248,0.389,0.502,137.868,4,False
0.5,0.731,10,-4.535,0.0312,0.192,0.00045,0.158,0.112,135.97,4,False
0.254,0.563,10,-7.495,0.0392,0.0895,0.00221,0.195,0.0979,111.685,4,False
0.515,0.809,1,-5.051,0.0288,0.00188,9.86e-06,0.0983,0.237,111.985,4,False
0.402,0.976,9,-1.823,0.0712,0.0029,0,0.116,0.318,150.061,4,False
0.502,0.417,10,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,4,False
0.542,0.963,2,-1.994,0.141,0.00127,0.00134,0.253,0.374,124.992,4,False
0.408,0.974,2,-4.139,0.126,1.31e-05,4.86e-05,0.526,0.173,148.298,4,False
0.457,0.757,1,-5.177,0.032,0.0206,0,0.146,0.417,102.961,4,False
0.304,0.572,7,-7.571,0.0343,0.0137,0.005,0.107,0.217,80.85,4,False
0.361,0.903,7,-3.447,0.05,0.000869,0.000716,0.866,0.496,146.106,4,False
0.566,0.755,11,-5.526,0.0368,0.0338,0,0.315,0.445,101.006,4,False
0.519,0.969,6,-2.34,0.0662,9.03e-05,0,0.111,0.48,77.011,4,False
0.527,0.82,6,-5.855,0.0325,0.00157,1.88e-05,0.076,0.25,120.041,4,False
0.38,0.844,2,-5.859,0.0636,0.00226,0,0.0729,0.442,166.789,4,False
0.393,0.872,2,-2.53,0.0401,0.000122,0.000407,0.312,0.393,150.097,4,False
0.469,0.969,0,-2.219,0.0589,0.009,1.11e-05,0.346,0.476,164.042,4,False
0.486,0.769,1,-5.14,0.0341,0.0119,0.00832,0.197,0.393,131.286,4,False
0.772,0.826,0,-5.135,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,4,False
0.537,0.692,10,-4.159,0.0315,0.00193,0,0.114,0.286,125.037,3,False
0.647,0.532,4,-5.464,0.0282,0.0112,0.000271,0.1,0.621,96.979,4,False
0.227,0.759,5,-4.136,0.0908,0.0146,0,0.0986,0.331,169.444,4,False
0.483,0.742,4,-5.006,0.0326,0.000969,0.00468,0.835,0.252,84.049,4,False
0.546,0.878,7,-5.137,0.0525,0.0133,0,0.135,0.35,119.945,4,False
0.467,0.794,1,-6.174,0.0349,8.39e-05,0.00204,0.103,0.589,162.435,4,False
0.607,0.886,11,-7.903,0.0846,0.0143,6.59e-06,0.0854,0.706,131.531,4,False
0.442,0.83,9,-4.02,0.146,0.128,0,0.129,0.578,89.338,4,False
0.575,0.686,1,-6.008,0.319,0.296,0,0.617,0.926,172.167,4,False
0.657,0.695,2,-4.493,0.0321,0.0108,0,0.0822,0.683,65.997,4,False
0.855,0.668,11,-4.892,0.0644,0.0242,0,0.102,0.803,125.846,4,False
0.536,0.612,4,-5.847,0.272,0.119,0,0.209,0.57,86.768,4,False
0.673,0.683,1,-5.693,0.115,0.522,0,0.235,0.713,171.86,4,False
0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,4,False
0.733,0.664,8,-6.163,0.295,0.102,0,0.191,0.557,148.005,4,False
0.706,0.751,9,-6.323,0.0708,0.173,0,0.168,0.195,91.031,4,False
0.675,0.394,8,-8.539,0.133,0.0611,0,0.214,0.405,104.987,4,False
0.622,0.593,7,-8.352,0.0916,0.163,0,0.0979,0.607,94.364,4,False
0.583,0.712,7,-6.618,0.054,0.0452,0,0.174,0.69,159.901,4,False
0.427,0.861,1,-4.874,0.376,0.219,0,0.277,0.581,161.776,4,False
0.412,0.876,5,-6.008,0.47,0.102,0,0.297,0.703,130.159,5,False
0.832,0.87,8,-4.2,0.167,0.267,0,0.412,0.566,138.003,4,False
0.762,0.661,1,-6.075,0.0687,0.15,0,0.256,0.769,130.009,4,False
0.743,0.948,0,-4.445,0.0893,0.122,0,0.112,0.614,130.024,4,False
0.729,0.658,10,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,3,False
0.376,0.841,3,-4.348,0.356,0.0435,0,0.578,0.463,76.052,4,False
0.562,0.544,8,-5.065,0.369,0.536,0,0.17,0.231,159.517,4,False
0.717,0.583,1,-5.008,0.146,0.506,0,0.0821,0.816,139.76,4,False
0.452,0.574,6,-8.336,0.31,0.246,0,0.189,0.58,92.791,4,False
0.727,0.649,0,-5.356,0.0338,0.661,0,0.111,0.669,129.992,4,False
0.81,0.538,0,-5.784,0.0356,0.528,0,0.0951,0.828,109.97,4,False
0.627,0.614,6,-6.006,0.17,0.0211,0,0.0286,0.758,96.038,4,False
0.92,0.553,6,-5.068,0.191,0.236,0,0.0767,0.947,112.022,5,False
0.828,0.792,10,-5.435,0.179,0.182,0,0.281,0.777,134.199,4,False
0.843,0.806,4,-5.946,0.269,0.143,0,0.0771,0.613,94.948,4,False
0.711,0.753,4,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,4,False
0.553,0.664,8,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,False
0.673,0.735,5,-4.733,0.0457,0.286,0,0.242,0.754,115.744,4,False
0.672,0.764,0,-5.067,0.0678,0.127,0,0.0735,0.438,105.004,4,False
0.722,0.869,9,-3.104,0.0591,0.0421,1.37e-05,0.35,0.922,126.009,4,False
0.558,0.957,10,-3.156,0.0523,0.0214,2.43e-06,0.0954,0.687,124.847,4,False
0.664,0.936,8,-4.215,0.0759,0.000731,2.25e-05,0.246,0.822,145.027,4,False
0.799,0.373,7,-8.999,0.0558,0.259,0,0.166,0.534,98.035,4,False
0.781,0.755,10,-4.889,0.204,0.111,0,0.12,0.789,106.033,4,False
0.755,0.792,4,-3.697,0.0817,0.00462,0,0.0307,0.868,119.982,4,False
0.622,0.808,5,-4.701,0.0418,0.00543,5.63e-05,0.215,0.599,122.121,4,False
0.849,0.564,0,-5.858,0.0656,0.0453,0.000309,0.216,0.789,109.043,4,False
0.616,0.621,2,-5.721,0.0456,0.323,1.48e-05,0.14,0.329,93.068,4,False
0.512,0.662,3,-6.797,0.0439,0.0275,0,0.118,0.472,180.114,4,False
0.578,0.866,1,-3.804,0.0619,0.00701,0,0.257,0.619,128.038,4,False
0.665,0.387,7,-7.367,0.0304,0.413,0,0.103,0.406,92.05,4,False
0.598,0.786,2,-5.572,0.0382,0.00256,0.00143,0.117,0.456,95.021,4,False
0.369,0.618,6,-6.304,0.249,0.161,0,0.257,0.467,191.863,4,False
0.767,0.889,7,-2.988,0.0963,0.00611,0,0.402,0.843,119.93,4,False
0.704,0.683,8,-4.536,0.0412,0.0681,0,0.166,0.71,93.959,4,False
0.789,0.776,1,-5.71,0.114,0.0672,2.37e-05,0.0981,0.877,142.024,4,False
0.7,0.709,7,-5.006,0.0838,0.0048,0,0.029,0.624,122.019,4,False
0.738,0.776,1,-4.808,0.0392,0.0234,0.0018,0.0775,0.608,127.984,4,False
0.502,0.719,1,-6.649,0.0349,0.46,0,0.114,0.438,101.609,4,False
0.829,0.415,1,-11.603,0.0952,0.414,0,0.142,0.759,99.899,4,False
0.72,0.751,11,-4.484,0.0462,0.0113,0,0.353,0.599,128.017,4,False
0.599,0.887,4,-3.967,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,4,False
0.623,0.75,8,-4.574,0.178,0.0319,0,0.05,0.555,139.12,4,False
0.616,0.869,0,-3.911,0.0327,0.0283,0,0.064,0.473,127.966,4,False
0.666,0.83,0,-5.715,0.0751,0.0123,0,0.191,0.702,113.03,4,False
0.699,0.802,6,-3.161,0.0497,0.144,0,0.117,0.905,90.033,4,False
0.712,0.564,8,-6.527,0.047,0.0266,0,0.0874,0.411,95.95,4,False
0.742,0.713,1,-5.522,0.0303,0.0205,0,0.059,0.879,120.032,4,False
0.57,0.821,4,-7.347,0.0574,0.257,0,0.104,0.534,138.024,4,False
0.397,0.524,3,-5.846,0.103,0.607,0,0.157,0.343,175.562,4,False
0.652,0.748,0,-5.242,0.0887,0.0849,0,0.604,0.652,94.1,4,False
0.768,0.82,7,-4.63,0.0474,0.179,0,0.689,0.625,129.965,4,False
0.644,0.753,10,-5.448,0.0378,0.0155,0,0.0718,0.775,96.995,4,False
0.921,0.364,7,-12.158,0.0582,0.427,0.00229,0.115,0.907,122.957,4,False
0.524,0.798,0,-4.092,0.0491,0.00127,0.00134,0.347,0.357,100.1,4,False
0.5,0.726,5,-4.124,0.0643,0.0362,0,0.441,0.397,125.904,4,False
0.788,0.753,0,-3.71,0.0536,0.0038,0,0.18,0.403,125.005,4,False
0.738,0.696,1,-3.59,0.0305,0.0236,9.09e-05,0.338,0.892,101.989,4,False
0.891,0.484,0,-10.029,0.0822,0.323,0,0.109,0.735,130.079,4,False
0.934,0.694,11,-5.849,0.101,0.0971,1.2e-06,0.477,0.833,123.831,4,False
0.838,0.609,8,-5.865,0.0446,0.442,1.99e-06,0.0742,0.609,102.988,4,False
0.661,0.729,7,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987,4,False
0.652,0.877,1,-2.986,0.0465,0.0227,0,0.0789,0.486,118.491,4,False
