danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,retro
0.664,0.642,6,-5.961,0.038,0.129,0,0.114,0.501,118.002,4,False
0.39,0.255,6,-9.676,0.0299,0.806,1.14e-06,0.0887,0.179,122.056,4,False
0.42,0.69,9,-6.221,0.0347,0.00385,0.015,0.287,0.237,85.014,4,False
0.71,0.901,1,-2.686,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,4,False
0.63,0.44,2,-7.186,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,4,False
0.346,0.552,0,-6.864,0.0282,0.417,0,0.114,0.0789,75.881,4,False
0.582,0.894,8,-6.298,0.041,0.0022,0.0223,0.0664,0.0694,125.946,4,False
0.535,0.796,0,-3.446,0.0445,0.00473,0,0.145,0.282,128.954,4,False
0.696,0.893,9,-2.963,0.076,0.0662,0,0.473,0.573,97.954,4,False
0.37,0.823,2,-6.245,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,4,False
0.608,0.863,11,-4.87,0.131,0.0593,0,0.228,0.476,150.029,4,False
0.682,0.795,8,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008,4,False
0.664,0.799,7,-5.121,0.0368,0.0932,0.000108,0.105,0.35,94.991,4,False
0.597,0.919,7,-2.954,0.0439,0.000145,0,0.282,0.729,113.991,4,False
0.524,0.972,4,-1.569,0.0431,0.00656,0.00058,0.224,0.476,175.017,4,False
0.61,0.863,5,-2.632,0.206,0.186,0,0.097,0.508,83.993,4,False
0.63,0.894,10,-4.592,0.0544,0.255,0,0.181,0.364,142.051,4,False
0.602,0.691,7,-5.197,0.051,0.0548,0,0.144,0.206,127.967,4,False
0.736,0.824,8,-4.231,0.0672,0.00358,0.000921,0.329,0.443,124.954,4,False
0.732,0.396,4,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,False
0.548,0.532,5,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,4,False
0.658,0.814,0,-4.631,0.0558,0.229,0.00676,0.216,0.69,108.016,4,False
0.15,0.859,4,-2.827,0.0595,0.00201,0.194,0.387,0.354,170.527,5,False
0.51,0.882,8,-5.659,0.159,0.00158,0.00206,0.0764,0.653,154.029,4,False
0.393,0.858,4,-2.868,0.0729,0.00359,0,0.102,0.56,176.042,4,False
0.448,0.784,9,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,4,False
0.315,0.826,7,-4.314,0.0636,0.00064,0.000687,0.0703,0.359,139.161,4,False
0.496,0.913,4,-3.286,0.0448,0.0101,0,0.118,0.675,165.981,4,False
0.288,0.758,6,-5.692,0.0371,0.00616,0,0.303,0.619,97.094,4,False
0.425,0.882,8,-3.71,0.0918,0.000673,0,0.28,0.399,144.117,4,False
0.512,0.724,0,-5.912,0.0313,0.000827,0.000144,0.237,0.531,130.037,4,False
0.466,0.951,5,-3.314,0.125,0.0016,0.00242,0.351,0.499,165.107,4,False
0.628,0.744,7,-4.718,0.0379,0.0257,0,0.313,0.277,119.921,4,False
0.357,0.549,11,-7.843,0.0698,0.000798,0.00485,0.22,0.531,130.749,4,False
0.442,0.892,9,-6.431,0.086,0.00267,7.92e-06,0.0758,0.237,151.914,4,False
0.525,0.85,9,-5.469,0.0678,0.0571,0,0.0555,0.275,134.115,4,False
0.54,0.902,1,-3.577,0.0442,0.0142,0,0.0756,0.692,75.033,4,False
0.392,0.791,2,-2.785,0.0509,0.0113,1.43e-06,0.326,0.413,83.868,4,False
0.61,0.893,9,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4,False
0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,False
0.501,0.824,0,-7.25,0.0413,0.000127,0.000311,0.0922,0.57,89.972,4,False
0.383,0.9,7,-5.42,0.134,0.00085,1.94e-06,0.271,0.286,183.96,4,False
0.234,0.865,9,-5.131,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,4,False
0.423,0.931,11,-5.225,0.0539,0.0119,0.00104,0.629,0.61,150.385,4,False
0.65,0.807,10,-4.157,0.0698,0.0197,0.00611,0.094,0.77,88.475,4,False
0.59,0.671,9,-6.098,0.0706,0.0484,0,0.0604,0.438,149.982,4,False
0.441,0.69,1,-5.214,0.044,0.00686,7.43e-05,0.0375,0.642,171.907,4,False
0.35,0.775,11,-3.364,0.054,0.00433,0.283,0.0676,0.588,199.866,4,False
0.631,0.796,1,-5.35,0.0401,0.000245,0.0108,0.38,0.596,92.47,4,False
0.443,0.844,11,-5.414,0.0425,0.00251,0,0.085,0.452,76.001,4,False
0.495,0.931,2,-5.336,0.0469,0.0025,0.0783,0.246,0.617,104.05,4,False
0.418,0.824,2,-4.089,0.0469,0.00119,6.48e-05,0.2,0.382,143.983,4,False
0.436,0.85,2,-4.86,0.0617,0.000861,0.74,0.128,0.537,152.644,4,False
0.832,0.435,1,-9.598,0.0604,0.479,0.553,0.0952,0.279,119.057,4,False
0.582,0.962,4,-3.037,0.0542,0.0096,0.128,0.283,0.506,123.971,4,False
0.411,0.986,8,-2.522,0.0583,0.000264,0.00148,0.371,0.649,165.981,4,False
0.376,0.939,4,-2.094,0.0781,4.65e-05,0.00023,0.109,0.529,167.904,4,False
0.473,0.757,9,-5.103,0.0483,0.000727,0,0.151,0.425,168.005,4,False
0.601,0.757,2,-3.341,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4,False
0.618,0.823,7,-4.76,0.0447,0.0132,0,0.288,0.58,82.004,4,False
0.667,0.776,8,-4.535,0.0281,0.00238,4.52e-05,0.134,0.519,128.005,4,False
0.351,0.939,0,-4.469,0.0564,6.42e-05,0.00113,0.296,0.321,182.067,4,False
0.512,0.965,6,-3.692,0.0453,6.38e-05,2.9e-05,0.173,0.493,140.072,4,False
0.236,0.971,6,-3.98,0.0987,0.000759,3.87e-05,0.172,0.403,159.001,4,False
0.505,0.839,11,-4.966,0.0569,0.0111,0,0.211,0.326,139.961,4,False
0.555,0.883,2,-3.426,0.0341,0.00114,0.041,0.868,0.507,125.02,4,False
0.516,0.78,8,-4.004,0.0364,0.00136,0.000715,0.11,0.899,116.794,4,False
0.54,0.801,2,-3.733,0.0475,0.0845,0,0.221,0.577,83.979,4,False
0.417,0.706,6,-4.652,0.0945,0.00933,0.000572,0.474,0.512,127.884,4,False
0.356,0.872,2,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,4,False
0.622,0.842,11,-3.678,0.0609,0.00342,0.00014,0.0575,0.724,136.041,4,False
0.448,0.826,2,-3.244,0.0319,0.00756,0,0.117,0.19,77.093,4,False
0.51,0.759,9,-4.854,0.101,0.034,0,0.077,0.237,91.123,4,False
0.683,0.734,4,-4.523,0.029,0.00112,0.0139,0.258,0.576,106.254,4,False
0.312,0.975,8,-4.628,0.0853,0.000667,1.15e-06,0.133,0.37,178.117,4,False
0.863,0.659,7,-7.341,0.1,0.264,0.00342,0.0731,0.805,115.937,4,False
0.639,0.71,1,-7.445,0.0275,0.0133,0,0.118,0.378,119.989,4,False
0.511,0.934,3,-4.561,0.242,0.00403,3.48e-05,0.242,0.668,168.062,4,False
0.602,0.923,5,-3.763,0.044,0.0098,0,0.0561,0.765,136.01,4,False
0.474,0.843,0,-5.909,0.272,0.0102,0.104,0.362,0.433,97.691,4,False
0.609,0.674,10,-7.388,0.0548,0.0735,0.06,0.345,0.315,90.009,4,False
0.293,0.817,8,-5.432,0.0852,0.0401,3.4e-05,0.13,0.145,165.0,4,False
0.489,0.505,10,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,4,False
0.502,0.966,0,-3.876,0.0946,0.00575,1.56e-06,0.117,0.638,159.948,4,False
0.391,0.828,7,-4.156,0.0722,0.000708,0,0.0781,0.561,177.91,4,False
0.536,0.73,2,-7.606,0.0427,0.0036,0.661,0.183,0.438,97.209,4,False
0.436,0.871,9,-4.446,0.0384,0.00319,0.000473,0.114,0.71,138.743,4,False
0.279,0.849,6,-6.545,0.0826,0.00444,5.22e-05,0.0845,0.596,180.464,4,False
0.585,0.972,9,-4.45,0.0534,0.0143,0,0.0707,0.585,110.006,4,False
0.709,0.735,11,-6.665,0.0966,0.0303,0.0821,0.101,0.473,132.597,4,False
0.531,0.711,10,-4.933,0.0398,0.000204,0.00291,0.108,0.279,155.068,4,False
0.541,0.916,7,-5.964,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,4,False
0.551,0.814,4,-3.683,0.0425,0.00089,1.16e-06,0.18,0.469,130.971,4,False
0.614,0.938,11,-4.461,0.0611,0.000532,0,0.368,0.607,100.058,4,False
0.647,0.822,5,-4.662,0.183,0.219,0,0.0908,0.962,160.019,4,False
0.72,0.791,1,-4.689,0.124,0.0384,0,0.157,0.756,102.071,4,False
0.912,0.716,10,-4.141,0.0697,0.0904,0,0.0491,0.377,94.981,4,False
0.418,0.42,0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4,False
0.773,0.758,1,-4.993,0.0381,0.0422,0,0.305,0.925,144.033,4,False
0.399,0.787,1,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5,False
0.603,0.861,4,-3.565,0.0325,0.0215,0.043,0.1,0.72,127.962,4,False
0.807,0.887,9,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,4,False
0.581,0.963,11,-4.087,0.0981,0.0295,0,0.139,0.788,129.992,4,False
0.647,0.8,7,-5.384,0.165,0.0647,0,0.334,0.942,160.078,4,False
0.672,0.52,8,-7.747,0.0353,0.859,0,0.115,0.37,120.001,4,False
0.737,0.723,1,-5.51,0.0295,0.0179,0,0.0675,0.893,120.003,4,False
0.521,0.754,5,-4.144,0.0634,0.0373,0,0.239,0.352,125.876,4,False
0.707,0.771,7,-6.275,0.0783,0.434,0.0013,0.115,0.437,142.016,4,False
0.659,0.911,4,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999,4,False
0.76,0.703,5,-5.412,0.054,0.103,0,0.0913,0.57,95.997,4,False
0.964,0.605,9,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994,4,False
0.733,0.65,5,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,False
0.856,0.527,2,-5.225,0.0997,0.392,0,0.11,0.386,98.052,4,False
0.743,0.72,11,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,4,False
0.69,0.845,9,-4.676,0.0339,0.0193,0,0.101,0.638,114.948,4,False
0.646,0.794,7,-6.104,0.19,0.0885,6.16e-06,0.201,0.287,170.216,4,False
0.76,0.652,6,-7.321,0.232,0.0348,0,0.307,0.759,100.315,4,False
0.729,0.675,8,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,4,False
0.472,0.714,1,-4.389,0.0334,0.00937,0,0.0764,0.24,98.992,4,False
0.536,0.768,10,-5.948,0.0347,0.00433,0,0.114,0.545,77.217,4,False
0.716,0.67,11,-5.779,0.194,0.251,0,0.109,0.124,86.01,4,False
0.645,0.832,2,-5.595,0.0294,0.00106,0.00264,0.199,0.375,112.028,4,False
0.799,0.586,11,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,False
0.806,0.608,1,-7.008,0.0659,0.0113,0,0.635,0.849,95.049,4,False
0.68,0.84,9,-3.823,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,4,False
0.829,0.51,5,-9.334,0.0369,0.00821,0.0014,0.0829,0.45,119.993,4,False
0.744,0.783,1,-7.077,0.0337,0.0553,0,0.086,0.885,120.042,4,False
0.814,0.622,8,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976,4,False
0.308,0.563,0,-9.169,0.0719,0.527,4.58e-06,0.134,0.109,85.901,4,False
0.674,0.428,7,-9.504,0.122,0.121,0,0.132,0.337,84.878,4,False
0.614,0.379,4,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,False
0.441,0.921,8,-3.32,0.0436,0.000526,6.34e-06,0.177,0.182,175.001,4,False
0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,4,False
0.609,0.885,0,-5.469,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,4,False
0.841,0.522,10,-5.963,0.049,0.0168,1.37e-06,0.188,0.616,99.059,4,False
0.69,0.578,6,-7.436,0.0929,0.167,0,0.305,0.416,99.961,4,False
0.544,0.915,8,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,4,False
0.653,0.829,10,-4.783,0.0377,0.000739,1.5e-06,0.225,0.545,124.989,4,False
0.697,0.621,9,-6.886,0.25,0.0802,0,0.162,0.721,81.946,4,False
0.616,0.789,7,-4.874,0.0377,0.053,0,0.142,0.621,83.066,4,False
0.505,0.71,3,-3.015,0.0321,0.19,0.00025,0.269,0.428,89.938,4,False
0.543,0.485,8,-6.85,0.0305,0.558,0,0.12,0.371,136.961,4,False
0.614,0.972,5,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966,4,False
0.753,0.801,4,-3.215,0.0296,0.403,0,0.128,0.794,128.011,4,False
0.83,0.52,0,-8.714,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,4,False
0.439,0.153,1,-8.95,0.0479,0.874,0,0.107,0.104,116.76,3,False
0.5,0.292,0,-8.554,0.0323,0.746,0,0.188,0.37,145.879,4,False
0.789,0.915,0,-3.263,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,4,False
0.545,0.783,5,-4.261,0.0345,0.00489,0,0.132,0.551,174.084,4,False
0.787,0.848,1,-4.696,0.0549,0.0915,0,0.15,0.947,121.989,4,False
0.711,0.508,7,-7.299,0.0502,0.0355,0,0.141,0.663,98.098,4,False
0.65,0.786,9,-5.488,0.0463,0.019,0,0.323,0.446,124.96,4,False
0.718,0.792,7,-3.519,0.105,0.0467,3.65e-06,0.0399,0.96,90.949,4,False
0.706,0.786,0,-3.417,0.091,0.26,0,0.38,0.751,150.028,4,False
0.67,0.476,9,-6.253,0.0406,0.328,0,0.104,0.235,96.975,4,False
0.566,0.885,8,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,4,False
0.719,0.671,8,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4,False
0.407,0.147,2,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,False
0.826,0.571,11,-4.871,0.064,0.0239,7.38e-06,0.207,0.666,153.972,4,False
0.414,0.857,0,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,4,False
0.636,0.761,9,-7.752,0.035,0.00377,0.00784,0.0851,0.463,120.837,4,False
0.596,0.738,8,-3.109,0.0411,0.109,0,0.0947,0.461,127.961,4,False
0.589,0.621,5,-6.902,0.0468,0.00969,0.00104,0.181,0.401,140.03,4,False
0.885,0.581,11,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016,4,False
0.702,0.629,1,-4.292,0.041,0.0506,0,0.0963,0.446,141.967,4,False
0.588,0.791,7,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,4,False
0.421,0.791,9,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4,False
0.66,0.805,1,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.008,4,False
0.627,0.703,0,-4.884,0.236,0.563,0,0.0962,0.64,81.897,4,False
0.594,0.497,2,-5.26,0.0303,0.0343,0,0.162,0.101,101.668,4,False
0.677,0.753,5,-7.038,0.154,0.0531,0.0128,0.333,0.471,121.939,4,False
0.742,0.595,9,-7.51,0.107,0.15,0,0.111,0.431,101.013,4,False
0.545,0.78,7,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4,False
0.688,0.841,2,-5.217,0.179,0.204,0.000295,0.229,0.743,133.912,4,False
0.818,0.67,8,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4,False
0.525,0.803,0,-4.052,0.0492,0.00129,0.000868,0.29,0.383,100.094,4,False
0.736,0.761,4,-5.449,0.0338,0.0966,0,0.0823,0.114,119.999,4,False
0.645,0.891,6,-2.505,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,4,False
0.663,0.705,1,-4.972,0.0385,0.0654,0,0.117,0.477,122.014,4,False
0.76,0.886,9,-5.356,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,4,False
0.677,0.485,5,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4,False
0.878,0.619,6,-5.56,0.102,0.0533,0,0.113,0.639,136.041,4,False
0.759,0.548,9,-6.049,0.029,0.0392,0,0.0828,0.749,116.967,4,False
0.755,0.522,2,-4.368,0.0575,0.533,0,0.0685,0.925,89.96,4,False
0.77,0.882,8,-4.792,0.0602,0.194,0,0.316,0.385,99.991,4,False
0.687,0.792,5,-2.749,0.0452,0.191,0,0.167,0.671,100.015,4,False
0.572,0.385,7,-6.362,0.0308,0.371,0,0.231,0.323,95.799,4,False
0.599,0.733,11,-7.058,0.203,0.176,0,0.242,0.534,102.211,4,False
0.682,0.656,6,-4.67,0.0435,0.0737,0,0.353,0.607,130.089,4,False
0.505,0.428,5,-5.604,0.221,0.489,0,0.0977,0.618,175.813,4,False
0.695,0.762,0,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,4,False
0.682,0.919,0,-3.18,0.0875,0.256,0,0.442,0.535,95.982,4,False
0.632,0.686,6,-7.665,0.243,0.549,0,0.2,0.329,89.949,4,False
0.74,0.498,11,-6.684,0.0456,0.0169,0.00282,0.319,0.652,98.016,4,False
0.685,0.692,2,-5.122,0.0457,0.328,0,0.153,0.578,159.966,5,False
0.795,0.496,0,-5.883,0.0722,0.108,0,0.0645,0.874,94.01,4,False
0.351,0.296,4,-10.109,0.0333,0.934,0,0.095,0.12,115.284,4,False
0.798,0.676,6,-5.041,0.0442,0.0902,0,0.0894,0.843,101.956,4,False
0.719,0.704,1,-4.724,0.0476,0.0691,0,0.166,0.628,133.002,4,False
0.815,0.518,7,-6.594,0.0897,0.223,0,0.104,0.877,151.891,4,False
0.58,0.653,5,-3.818,0.0745,0.447,0,0.111,0.175,150.231,4,False
0.736,0.81,5,-6.354,0.0906,0.077,0,0.0523,0.387,125.011,4,False
0.442,0.585,0,-10.332,0.0964,0.0984,0.391,0.14,0.116,97.565,4,False
0.659,0.625,4,-2.253,0.045,0.0644,0,0.582,0.442,88.042,4,False
0.738,0.861,2,-4.141,0.237,0.318,0.00182,0.325,0.58,131.98,4,False
0.802,0.645,5,-6.181,0.0715,0.272,0,0.119,0.376,100.001,4,False
0.722,0.565,4,-5.848,0.0335,0.435,0,0.165,0.488,104.483,4,False
0.745,0.642,7,-6.257,0.287,0.0204,0,0.0658,0.226,179.974,4,False
0.771,0.671,2,-5.617,0.0553,0.00929,0,0.0637,0.714,85.026,4,False
0.726,0.554,5,-5.29,0.0917,0.0421,0,0.106,0.335,169.999,4,False
0.736,0.308,4,-7.83,0.0677,0.946,0,0.186,0.361,111.202,4,False
0.872,0.814,0,-4.568,0.155,0.00485,1.96e-06,0.214,0.57,98.985,4,False
0.829,0.539,11,-7.359,0.208,0.136,1.78e-06,0.103,0.388,99.96,4,False
0.9,0.4,0,-8.575,0.127,0.0516,0,0.0599,0.346,135.984,4,False
0.772,0.639,1,-7.119,0.467,0.15,0,0.0698,0.261,168.112,4,False
0.88,0.751,7,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4,False
0.95,0.59,8,-6.508,0.29,0.00534,0,0.11,0.219,130.003,4,False
0.907,0.53,1,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,False
0.715,0.624,4,-3.046,0.114,0.11,0,0.123,0.412,158.087,4,False
0.581,0.662,9,-5.239,0.303,0.0153,0,0.111,0.434,93.023,4,False
0.585,0.782,1,-4.101,0.0897,0.269,0,0.156,0.521,121.908,4,False
0.791,0.565,5,-3.933,0.0439,0.0623,0,0.156,0.181,99.961,4,False
0.531,0.581,1,-5.801,0.101,0.0107,1.62e-05,0.101,0.591,137.776,5,False
0.505,0.34,4,-9.005,0.0438,0.576,0,0.21,0.0916,101.993,4,False
0.786,0.808,7,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,False
0.677,0.744,10,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,4,False
0.836,0.621,1,-4.684,0.0894,0.389,9.16e-05,0.104,0.762,101.993,4,False
0.899,0.811,2,-6.294,0.258,0.000677,0,0.0672,0.587,105.038,4,False
0.677,0.714,11,-5.637,0.0287,0.162,0,0.0717,0.355,94.956,4,False
0.794,0.793,11,-4.521,0.0842,0.0125,0,0.0952,0.677,123.941,4,False
0.842,0.801,8,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,False
0.693,0.678,8,-7.159,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,4,False
0.654,0.63,10,-4.644,0.0259,0.153,0,0.111,0.43,89.991,4,False
0.4,0.795,10,-3.731,0.461,0.119,0,0.159,0.702,190.097,4,False
0.795,0.783,5,-4.271,0.0432,0.361,0,0.437,0.799,92.01,4,False
0.567,0.696,9,-5.416,0.301,0.456,0,0.113,0.544,92.061,4,False
0.46,0.8,1,-3.584,0.05,0.289,6.16e-06,0.121,0.553,102.46,4,False
0.585,0.52,5,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4,False
0.53,0.538,5,-6.672,0.0335,0.17,2.83e-06,0.248,0.288,148.051,4,False
0.61,0.624,2,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,4,False
0.746,0.787,4,-6.373,0.12,0.214,0,0.0669,0.607,95.005,4,False
0.552,0.702,9,-5.707,0.157,0.117,2.06e-05,0.105,0.564,169.994,4,False
0.847,0.678,9,-8.635,0.109,0.0669,0,0.274,0.811,97.984,4,False
0.652,0.453,1,-6.119,0.0445,0.0507,0,0.179,0.432,88.039,3,False
0.601,0.794,7,-5.844,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4,False
0.812,0.496,9,-5.969,0.297,0.271,0,0.0955,0.55,109.979,4,False
0.669,0.895,5,-3.787,0.0575,0.128,0,0.297,0.576,124.975,4,False
0.63,0.63,9,-6.211,0.0395,0.0131,0,0.142,0.163,80.512,4,False
0.703,0.594,5,-6.146,0.0752,0.342,0,0.123,0.475,153.848,4,False
0.885,0.762,8,-5.513,0.216,0.219,0,0.162,0.605,138.058,4,False
0.889,0.496,4,-6.365,0.0905,0.259,0,0.252,0.544,86.003,4,False
0.791,0.587,3,-5.075,0.0413,0.407,0,0.148,0.536,96.057,4,False
0.861,0.603,8,-5.788,0.176,0.0521,0,0.0924,0.504,98.043,4,False
0.61,0.725,8,-5.131,0.15,0.367,0,0.154,0.291,146.163,4,False
0.631,0.803,0,-2.974,0.155,0.675,0,0.11,0.62,198.065,4,False
0.367,0.111,4,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4,False
0.744,0.79,8,-4.617,0.0562,0.0547,0.000802,0.32,0.847,125.002,4,False
0.919,0.622,1,-7.384,0.0997,0.228,4.24e-06,0.122,0.424,140.022,4,False
0.688,0.53,11,-5.507,0.0333,0.443,0,0.0995,0.162,106.958,4,False
0.796,0.586,4,-6.946,0.147,0.0247,0,0.132,0.179,97.981,4,False
0.614,0.684,0,-5.79,0.157,0.247,0,0.0976,0.258,156.85,4,False
0.824,0.588,6,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,4,False
0.894,0.511,2,-4.768,0.42,0.0251,0,0.14,0.568,120.08,4,False
0.386,0.136,6,-9.267,0.0458,0.932,0,0.0653,0.0976,67.016,3,False
0.786,0.658,0,-2.61,0.0661,0.0856,0,0.0689,0.458,170.037,4,False
0.831,0.502,10,-4.045,0.046,0.101,0,0.122,0.101,100.541,4,False
0.863,0.471,6,-9.545,0.478,0.251,0,0.121,0.644,140.969,4,False
0.807,0.887,1,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,False
0.59,0.642,7,-3.87,0.122,0.0771,0,0.105,0.651,107.356,4,False
0.792,0.743,7,-2.806,0.0851,0.107,0,0.183,0.742,150.024,4,False
0.825,0.652,1,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,4,False
0.577,0.522,5,-6.594,0.0984,0.13,9.03e-05,0.142,0.119,159.772,4,False
0.66,0.786,2,-4.757,0.17,0.209,0,0.112,0.846,177.833,4,False
0.72,0.763,9,-4.068,0.0523,0.406,0,0.18,0.742,101.965,4,False
0.768,0.517,7,-4.323,0.0312,0.186,3.8e-05,0.104,0.418,104.992,4,False
0.679,0.587,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003,4,False
0.6,0.81,0,-4.749,0.0479,0.00683,0.21,0.155,0.298,167.88,4,False
0.836,0.544,7,-5.975,0.0943,0.0403,0,0.0824,0.51,97.028,4,False
0.548,0.65,8,-5.827,0.0591,0.219,0,0.225,0.557,144.937,4,False
0.869,0.485,6,-5.595,0.0545,0.246,0,0.0765,0.527,106.028,4,False
0.319,0.739,0,-5.74,0.272,0.0285,0,0.111,0.449,194.169,4,False
0.588,0.749,11,-4.323,0.058,0.0037,0,0.0813,0.397,130.093,4,False
0.576,0.782,6,-4.825,0.0296,0.00778,0,0.285,0.355,141.153,4,False
0.614,0.318,7,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,4,False
0.774,0.626,3,-4.432,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,4,False
0.718,0.609,0,-4.699,0.043,0.281,3.29e-05,0.234,0.497,122.95,4,False
0.763,0.72,9,-5.181,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,4,False
0.635,0.73,1,-3.942,0.0965,0.04,0,0.423,0.541,101.859,4,False
0.735,0.425,0,-6.648,0.0464,0.011,0,0.055,0.848,85.896,4,False
0.696,0.817,1,-3.862,0.109,0.075,0,0.187,0.782,98.064,4,False
0.742,0.882,7,-2.862,0.117,0.0466,0,0.206,0.463,102.04,4,False
0.731,0.794,0,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,4,False
0.573,0.781,8,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,4,False
0.744,0.836,6,-2.396,0.0507,0.0435,0,0.194,0.36,114.965,4,False
0.697,0.716,9,-6.288,0.113,0.118,0,0.0424,0.506,99.905,4,False
0.623,0.909,4,-3.079,0.0758,0.158,0,0.0972,0.651,93.984,4,False
0.617,0.635,11,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,False
0.613,0.764,2,-6.509,0.136,0.0527,0,0.197,0.417,160.015,4,False
0.744,0.739,8,-5.35,0.0387,0.00459,0,0.306,0.649,104.99,4,False
0.599,0.448,8,-6.312,0.0232,0.163,0,0.106,0.168,95.05,3,False
0.783,0.61,7,-6.124,0.0696,0.343,0,0.0983,0.418,100.047,4,False
0.64,0.533,0,-6.596,0.0706,0.119,0,0.0864,0.515,99.968,4,False
0.561,0.674,4,-4.882,0.0818,0.118,0,0.111,0.383,148.127,4,False
0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,4,False
0.929,0.723,11,-5.792,0.109,0.0672,0,0.346,0.458,125.022,4,False
0.708,0.868,6,-3.287,0.0431,0.0313,0,0.122,0.72,124.994,4,False
0.584,0.54,1,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,4,False
0.589,0.731,2,-6.343,0.0868,0.0534,0,0.308,0.191,87.908,4,False
0.664,0.708,8,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,4,False
0.522,0.385,0,-7.355,0.0288,0.536,0,0.135,0.236,89.792,4,False
0.633,0.592,0,-7.245,0.112,0.197,0,0.099,0.679,90.066,4,False
0.655,0.666,5,-5.309,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,4,False
0.486,0.713,2,-3.949,0.0524,0.0853,0,0.0839,0.297,121.028,4,False
